id,breed,horse_age,horse_gender,feed_keywords,temp_max,temp_min,precipitation,location,colic_keywords,feed_count,horse_keeping,age_group,risk_combination,is_colic
3127,Englische Vollblüter,23,stallion,fresh grass,22.7,13.3,0.0,Nuremberg,spasmodic,0,paddock,21+,stallion_paddock,True
3128,Württemberger,26,gelding,haylage,16.2,6.1,0.0,Cologne,displacement,0,stable,21+,gelding_stable,True
3129,American Quarter Horse,28,gelding,haylage,19.9,10.3,1.6,Nuremberg,impaction,0,pasture,21+,gelding_pasture,True
3130,Appaloosa,4,mare,fresh grass,22.0,3.7,0.0,Stuttgart,gas,0,paddock,0-5,mare_paddock,True
3131,Hannoveraner,22,stallion,haylage,26.4,13.7,9.5,Hamburg,displacement,0,pasture,21+,stallion_pasture,True
3132,Hannoveraner,15,stallion,fresh grass,13.6,4.4,0.0,Cologne,spasmodic,0,stable,11-15,stallion_stable,True
3133,Trakehner,20,gelding,fresh grass,5.4,2.2,7.5,Nuremberg,displacement,0,pasture,16-20,gelding_pasture,True
3134,Paint Horse,27,mare,straw,31.5,19.9,0.2,Hanover,impaction,0,stable,21+,mare_stable,True
3135,Andalusier,2,mare,pellets,23.2,15.2,0.8,Frankfurt,displacement,0,pasture,0-5,mare_pasture,True
3136,Welsh Pony,15,stallion,corn,35.2,22.9,0.9,Hanover,sand,0,stable,11-15,stallion_stable,True
3137,Westfale,15,stallion,silage,13.2,6.4,0.0,Cologne,impaction,0,pasture,11-15,stallion_pasture,True
3138,Englische Vollblüter,16,gelding,straw,9.2,2.8,0.0,Frankfurt,torsion,0,pasture,16-20,gelding_pasture,True
3139,Welsh Pony,7,mare,hay,27.4,14.7,0.0,Frankfurt,sand,0,paddock,6-10,mare_paddock,True
3140,Württemberger,1,gelding,haylage,0.8,-4.3,0.0,Munich,gas,0,paddock,0-5,gelding_paddock,True
3141,Holsteiner,3,mare,pellets,8.3,4.7,15.0,Dresden,gas,0,pasture,0-5,mare_pasture,True
3142,Trakehner,15,stallion,straw,21.6,12.7,0.0,Leipzig,spasmodic,0,stable,11-15,stallion_stable,True
3143,Arabisches Vollblut,7,mare,hay,3.5,-3.0,0.7,Munich,sand,0,stable,6-10,mare_stable,True
3144,American Quarter Horse,8,mare,pellets,10.2,-0.9,0.0,Hanover,spasmodic,0,paddock,6-10,mare_paddock,True
3145,Haflinger,30,stallion,straw,5.4,-4.4,0.0,Munich,impaction,0,paddock,21+,stallion_paddock,True
3146,Lipizzaner,21,stallion,fresh grass,26.6,18.8,1.3,Nuremberg,displacement,0,paddock,21+,stallion_paddock,True
3147,Paint Horse,26,stallion,pellets,23.1,12.7,0.0,Nuremberg,spasmodic,0,paddock,21+,stallion_paddock,True
3148,Oldenburger,11,stallion,silage,19.3,9.4,1.0,Cologne,gas,0,paddock,11-15,stallion_paddock,True
3149,Englische Vollblüter,30,mare,corn,28.1,15.4,0.0,Leipzig,sand,0,stable,21+,mare_stable,True
3150,Appaloosa,18,gelding,fresh grass,22.8,16.3,1.1,Leipzig,sand,0,pasture,16-20,gelding_pasture,True
3151,Paint Horse,24,gelding,straw,23.2,16.3,1.7,Dresden,impaction,0,pasture,21+,gelding_pasture,True
3152,Paint Horse,20,stallion,pellets,14.1,5.3,0.4,Munich,sand,0,paddock,16-20,stallion_paddock,True
3153,Appaloosa,12,stallion,silage,16.1,6.5,0.0,Cologne,gas,0,paddock,11-15,stallion_paddock,True
3154,Deutsches Reitpony,12,mare,straw,15.3,4.9,6.3,Berlin,torsion,0,pasture,11-15,mare_pasture,True
3155,Andalusier,26,mare,pellets,15.7,3.6,0.0,Frankfurt,impaction,0,paddock,21+,mare_paddock,True
3156,Arabisches Vollblut,3,mare,straw,25.3,19.6,0.2,Cologne,impaction,0,pasture,0-5,mare_pasture,True
3157,American Quarter Horse,30,gelding,straw,13.2,6.8,6.0,Hanover,impaction,0,stable,21+,gelding_stable,True
3158,Shetlandpony,19,mare,silage,12.2,0.1,0.0,Cologne,sand,0,paddock,16-20,mare_paddock,True
3159,Islandpferd,12,mare,fresh grass,17.9,9.7,1.2,Leipzig,sand,0,pasture,11-15,mare_pasture,True
3160,Paint Horse,29,stallion,pellets,29.2,20.7,5.2,Nuremberg,spasmodic,0,pasture,21+,stallion_pasture,True
3161,Hannoveraner,23,mare,straw,9.3,-2.3,0.0,Hamburg,impaction,0,pasture,21+,mare_pasture,True
3162,Haflinger,23,stallion,pellets,8.0,3.5,0.0,Hamburg,sand,0,pasture,21+,stallion_pasture,True
3163,Haflinger,1,gelding,hay,6.3,0.9,2.6,Dresden,sand,0,stable,0-5,gelding_stable,True
3164,Trakehner,22,gelding,hay,22.2,9.6,0.0,Hanover,spasmodic,0,stable,21+,gelding_stable,True
3165,Shetlandpony,13,stallion,haylage,8.5,4.6,0.4,Leipzig,torsion,0,paddock,11-15,stallion_paddock,True
3166,Andalusier,20,mare,hay,12.1,0.9,0.1,Hamburg,sand,0,paddock,16-20,mare_paddock,True
3167,Islandpferd,19,mare,straw,33.2,23.1,0.0,Hanover,spasmodic,0,stable,16-20,mare_stable,True
3168,Shetlandpony,22,mare,pellets,1.2,-4.7,4.5,Hamburg,sand,0,pasture,21+,mare_pasture,True
3169,Deutsches Reitpony,2,gelding,fresh grass,5.8,-1.2,3.3,Munich,gas,0,paddock,0-5,gelding_paddock,True
3170,Trakehner,3,mare,corn,19.8,9.5,0.0,Leipzig,impaction,0,stable,0-5,mare_stable,True
3171,Shetlandpony,29,mare,haylage,13.8,8.6,11.0,Dresden,impaction,0,pasture,21+,mare_pasture,True
3172,American Quarter Horse,25,stallion,pellets,11.6,5.5,0.0,Hamburg,displacement,0,paddock,21+,stallion_paddock,True
3173,Trakehner,20,stallion,haylage,14.1,6.6,4.3,Stuttgart,sand,0,stable,16-20,stallion_stable,True
3174,Andalusier,25,stallion,corn,21.3,14.6,0.3,Hamburg,spasmodic,0,paddock,21+,stallion_paddock,True
3175,Appaloosa,28,gelding,haylage,26.9,13.4,0.0,Dresden,sand,0,stable,21+,gelding_stable,True
3176,Paint Horse,16,stallion,corn,25.4,12.3,0.0,Dresden,impaction,0,paddock,16-20,stallion_paddock,True
3177,Welsh Pony,9,mare,corn,0.1,-5.7,0.0,Munich,spasmodic,0,stable,6-10,mare_stable,True
3178,Englische Vollblüter,21,stallion,corn,4.0,-0.9,0.0,Leipzig,spasmodic,0,stable,21+,stallion_stable,True
3179,Shetlandpony,15,mare,silage,23.9,11.8,1.4,Stuttgart,displacement,0,stable,11-15,mare_stable,True
3180,Westfale,13,gelding,haylage,21.4,13.1,0.5,Stuttgart,displacement,0,pasture,11-15,gelding_pasture,True
3181,Friese,27,gelding,silage,12.1,4.8,7.2,Munich,impaction,0,pasture,21+,gelding_pasture,True
3182,Holsteiner,1,stallion,fresh grass,9.5,4.8,1.2,Frankfurt,gas,0,pasture,0-5,stallion_pasture,True
3183,Welsh Pony,21,mare,haylage,25.8,18.3,9.9,Leipzig,sand,0,pasture,21+,mare_pasture,True
3184,Friese,28,gelding,fresh grass,15.8,3.3,25.0,Stuttgart,sand,0,stable,21+,gelding_stable,True
3185,Haflinger,10,mare,haylage,26.4,14.3,0.0,Munich,spasmodic,0,stable,6-10,mare_stable,True
3186,Haflinger,26,stallion,fresh grass,25.9,19.2,18.9,Nuremberg,impaction,0,pasture,21+,stallion_pasture,True
3187,Shetlandpony,5,gelding,haylage,8.7,0.6,18.3,Frankfurt,torsion,0,stable,0-5,gelding_stable,True
3188,Friese,4,gelding,fresh grass,13.8,11.4,4.8,Hamburg,gas,0,stable,0-5,gelding_stable,True
3189,Shetlandpony,15,stallion,silage,10.1,7.1,4.8,Stuttgart,displacement,0,stable,11-15,stallion_stable,True
3190,Haflinger,25,mare,haylage,-0.4,-2.9,0.9,Dresden,sand,0,stable,21+,mare_stable,True
3191,Paint Horse,5,stallion,fresh grass,10.4,6.7,1.0,Leipzig,gas,0,pasture,0-5,stallion_pasture,True
3192,Appaloosa,11,stallion,fresh grass,14.4,-1.0,1.8,Dresden,impaction,0,stable,11-15,stallion_stable,True
3193,Haflinger,3,mare,corn,7.9,2.4,0.9,Stuttgart,impaction,0,paddock,0-5,mare_paddock,True
3194,Lipizzaner,18,mare,straw,24.5,13.7,0.2,Dresden,torsion,0,pasture,16-20,mare_pasture,True
3195,Oldenburger,10,stallion,silage,7.3,-4.1,0.0,Leipzig,spasmodic,0,paddock,6-10,stallion_paddock,True
3196,Westfale,19,mare,fresh grass,12.1,3.7,12.8,Hamburg,gas,0,stable,16-20,mare_stable,True
3197,Andalusier,20,mare,hay,12.0,2.0,1.1,Stuttgart,displacement,0,pasture,16-20,mare_pasture,True
3198,Deutsches Reitpony,23,mare,fresh grass,6.4,1.5,0.0,Dresden,gas,0,pasture,21+,mare_pasture,True
3199,Deutsches Reitpony,8,stallion,haylage,24.6,17.4,9.9,Hamburg,gas,0,paddock,6-10,stallion_paddock,True
3200,Deutsches Reitpony,13,gelding,hay,19.8,6.8,0.0,Frankfurt,impaction,0,pasture,11-15,gelding_pasture,True
3201,Appaloosa,1,gelding,corn,5.6,-3.6,0.0,Nuremberg,impaction,0,pasture,0-5,gelding_pasture,True
3202,Englische Vollblüter,11,mare,straw,7.5,2.2,15.0,Nuremberg,sand,0,paddock,11-15,mare_paddock,True
3203,Paint Horse,3,stallion,pellets,28.9,14.1,0.0,Berlin,spasmodic,0,stable,0-5,stallion_stable,True
3204,Württemberger,16,mare,corn,25.0,12.6,0.0,Hamburg,sand,0,paddock,16-20,mare_paddock,True
3205,Trakehner,1,stallion,straw,27.9,19.1,10.9,Cologne,sand,0,stable,0-5,stallion_stable,True
3206,Paint Horse,9,stallion,fresh grass,16.1,9.8,0.0,Cologne,impaction,0,stable,6-10,stallion_stable,True
3207,Friese,8,mare,corn,20.8,14.5,8.5,Nuremberg,displacement,0,paddock,6-10,mare_paddock,True
3208,Lipizzaner,24,gelding,hay,22.9,10.6,0.0,Berlin,torsion,0,stable,21+,gelding_stable,True
3209,Englische Vollblüter,10,mare,silage,7.9,3.1,3.2,Munich,gas,0,pasture,6-10,mare_pasture,True
3210,Trakehner,13,mare,silage,18.3,6.1,0.0,Hanover,impaction,0,pasture,11-15,mare_pasture,True
3211,Hannoveraner,2,mare,hay,18.1,7.9,0.4,Hanover,sand,0,paddock,0-5,mare_paddock,True
3212,Englische Vollblüter,7,mare,silage,5.3,-0.6,0.2,Frankfurt,displacement,0,stable,6-10,mare_stable,True
3213,Englische Vollblüter,4,stallion,fresh grass,12.4,6.8,1.5,Stuttgart,gas,0,pasture,0-5,stallion_pasture,True
3214,Welsh Pony,25,gelding,corn,17.9,8.6,1.8,Stuttgart,torsion,0,stable,21+,gelding_stable,True
3215,Württemberger,9,mare,silage,21.2,14.2,0.9,Nuremberg,gas,0,pasture,6-10,mare_pasture,True
3216,Paint Horse,22,gelding,pellets,12.6,5.4,25.5,Hanover,gas,0,pasture,21+,gelding_pasture,True
3217,Deutsches Reitpony,24,stallion,fresh grass,28.2,18.1,0.7,Cologne,displacement,0,pasture,21+,stallion_pasture,True
3218,Friese,29,gelding,straw,12.0,4.5,6.0,Dresden,impaction,0,stable,21+,gelding_stable,True
3219,Württemberger,2,mare,pellets,16.4,6.0,0.0,Leipzig,sand,0,paddock,0-5,mare_paddock,True
3220,Westfale,23,mare,haylage,7.4,3.6,2.2,Leipzig,gas,0,pasture,21+,mare_pasture,True
3221,Oldenburger,22,mare,fresh grass,6.6,1.5,0.4,Frankfurt,displacement,0,stable,21+,mare_stable,True
3222,Islandpferd,30,mare,hay,22.8,14.5,0.2,Berlin,sand,0,paddock,21+,mare_paddock,True
3223,Shetlandpony,15,stallion,fresh grass,7.2,1.9,0.8,Cologne,spasmodic,0,pasture,11-15,stallion_pasture,True
3224,Westfale,15,stallion,haylage,8.0,2.8,2.6,Munich,impaction,0,pasture,11-15,stallion_pasture,True
3225,Andalusier,8,stallion,silage,13.6,2.5,0.2,Berlin,displacement,0,stable,6-10,stallion_stable,True
3226,Paint Horse,13,stallion,haylage,8.9,4.4,7.8,Cologne,impaction,0,pasture,11-15,stallion_pasture,True
3227,American Quarter Horse,3,stallion,pellets,11.4,3.0,8.6,Nuremberg,sand,0,paddock,0-5,stallion_paddock,True
3228,Arabisches Vollblut,14,stallion,pellets,9.3,5.4,2.8,Leipzig,displacement,0,stable,11-15,stallion_stable,True
3229,American Quarter Horse,13,stallion,pellets,22.2,13.9,3.6,Stuttgart,spasmodic,0,paddock,11-15,stallion_paddock,True
3230,Appaloosa,22,gelding,silage,15.1,4.8,32.0,Hanover,impaction,0,paddock,21+,gelding_paddock,True
3231,Württemberger,6,stallion,haylage,10.4,3.4,2.8,Cologne,displacement,0,paddock,6-10,stallion_paddock,True
3232,Westfale,4,stallion,fresh grass,25.3,15.5,0.0,Cologne,gas,0,paddock,0-5,stallion_paddock,True
3233,Trakehner,7,stallion,haylage,12.3,3.9,6.8,Hanover,torsion,0,paddock,6-10,stallion_paddock,True
3234,Holsteiner,6,stallion,haylage,7.2,-1.5,0.5,Cologne,torsion,0,stable,6-10,stallion_stable,True
3235,Islandpferd,13,stallion,straw,10.1,3.8,2.9,Leipzig,gas,0,stable,11-15,stallion_stable,True
3236,Deutsches Reitpony,22,mare,haylage,6.9,-0.2,0.0,Munich,sand,0,stable,21+,mare_stable,True
3237,Appaloosa,23,gelding,pellets,32.5,20.3,0.0,Dresden,spasmodic,0,stable,21+,gelding_stable,True
3238,Württemberger,2,mare,pellets,24.7,14.5,5.8,Berlin,impaction,0,stable,0-5,mare_stable,True
3239,American Quarter Horse,16,gelding,haylage,14.6,9.7,2.8,Frankfurt,torsion,0,stable,16-20,gelding_stable,True
3240,Hannoveraner,13,gelding,straw,20.3,13.8,0.6,Frankfurt,sand,0,stable,11-15,gelding_stable,True
3241,Shetlandpony,5,mare,fresh grass,0.7,-7.1,2.2,Nuremberg,displacement,0,paddock,0-5,mare_paddock,True
3242,Paint Horse,29,stallion,pellets,20.5,12.9,39.9,Hanover,impaction,0,pasture,21+,stallion_pasture,True
3243,Trakehner,20,stallion,haylage,21.0,12.6,0.7,Frankfurt,torsion,0,stable,16-20,stallion_stable,True
3244,Englische Vollblüter,18,stallion,fresh grass,1.4,-0.8,1.2,Dresden,impaction,0,paddock,16-20,stallion_paddock,True
3245,Holsteiner,10,gelding,fresh grass,32.8,16.6,0.0,Stuttgart,gas,0,pasture,6-10,gelding_pasture,True
3246,Holsteiner,19,gelding,fresh grass,21.3,12.2,4.6,Hanover,torsion,0,pasture,16-20,gelding_pasture,True
3247,Hannoveraner,7,gelding,pellets,12.8,7.0,1.7,Frankfurt,spasmodic,0,paddock,6-10,gelding_paddock,True
3248,Deutsches Reitpony,28,gelding,pellets,22.0,8.5,0.0,Stuttgart,displacement,0,paddock,21+,gelding_paddock,True
3249,Friese,9,gelding,hay,14.3,1.8,3.6,Stuttgart,gas,0,pasture,6-10,gelding_pasture,True
3250,American Quarter Horse,22,gelding,fresh grass,3.4,-2.9,0.2,Munich,sand,0,pasture,21+,gelding_pasture,True
3251,Deutsches Reitpony,7,stallion,haylage,7.9,2.4,0.9,Stuttgart,gas,0,pasture,6-10,stallion_pasture,True
3252,Appaloosa,28,stallion,hay,30.1,13.2,0.0,Frankfurt,sand,0,stable,21+,stallion_stable,True
3253,Welsh Pony,8,stallion,silage,15.5,3.8,7.8,Berlin,gas,0,pasture,6-10,stallion_pasture,True
3254,Arabisches Vollblut,25,gelding,hay,27.3,17.7,0.2,Frankfurt,sand,0,paddock,21+,gelding_paddock,True
3255,Welsh Pony,13,stallion,silage,3.9,-0.1,8.1,Dresden,displacement,0,stable,11-15,stallion_stable,True
3256,American Quarter Horse,11,mare,hay,8.7,3.1,1.0,Leipzig,sand,0,paddock,11-15,mare_paddock,True
3257,Appaloosa,23,gelding,straw,10.8,4.6,1.0,Leipzig,impaction,0,stable,21+,gelding_stable,True
3258,Hannoveraner,14,gelding,pellets,8.7,1.1,0.0,Berlin,impaction,0,paddock,11-15,gelding_paddock,True
3259,Arabisches Vollblut,2,gelding,corn,7.6,-4.9,0.0,Nuremberg,spasmodic,0,paddock,0-5,gelding_paddock,True
3260,Paint Horse,30,gelding,haylage,24.0,10.7,0.0,Munich,spasmodic,0,stable,21+,gelding_stable,True
3261,Trakehner,3,gelding,corn,9.9,5.6,2.0,Cologne,displacement,0,stable,0-5,gelding_stable,True
3262,Andalusier,17,gelding,silage,4.2,-0.9,7.3,Munich,spasmodic,0,pasture,16-20,gelding_pasture,True
3263,Deutsches Reitpony,8,gelding,silage,12.2,5.2,0.4,Hamburg,displacement,0,stable,6-10,gelding_stable,True
3264,Paint Horse,4,stallion,straw,11.3,6.0,0.0,Frankfurt,sand,0,paddock,0-5,stallion_paddock,True
3265,Andalusier,20,mare,haylage,8.4,4.9,5.0,Leipzig,gas,0,stable,16-20,mare_stable,True
3266,Westfale,29,stallion,silage,22.4,11.6,0.0,Cologne,displacement,0,paddock,21+,stallion_paddock,True
3267,Haflinger,17,mare,fresh grass,9.7,2.8,7.1,Hamburg,spasmodic,0,stable,16-20,mare_stable,True
3268,Holsteiner,11,stallion,pellets,6.4,0.0,0.6,Frankfurt,displacement,0,paddock,11-15,stallion_paddock,True
3269,Deutsches Reitpony,3,gelding,corn,5.8,-0.8,0.2,Munich,spasmodic,0,stable,0-5,gelding_stable,True
3270,Welsh Pony,15,gelding,hay,24.9,17.0,6.9,Dresden,sand,0,paddock,11-15,gelding_paddock,True
3271,Hannoveraner,25,mare,fresh grass,1.8,-3.4,1.6,Berlin,impaction,0,stable,21+,mare_stable,True
3272,Holsteiner,19,gelding,silage,25.5,13.8,0.3,Stuttgart,sand,0,paddock,16-20,gelding_paddock,True
3273,Oldenburger,23,stallion,fresh grass,3.2,-3.0,0.0,Frankfurt,displacement,0,paddock,21+,stallion_paddock,True
3274,Holsteiner,4,gelding,pellets,27.4,16.9,0.0,Hamburg,torsion,0,pasture,0-5,gelding_pasture,True
3275,Welsh Pony,30,gelding,fresh grass,23.4,12.8,0.4,Frankfurt,spasmodic,0,paddock,21+,gelding_paddock,True
3276,Paint Horse,20,stallion,haylage,14.8,1.1,0.0,Hanover,impaction,0,stable,16-20,stallion_stable,True
3277,American Quarter Horse,25,stallion,fresh grass,6.2,-1.3,0.0,Dresden,gas,0,stable,21+,stallion_stable,True
3278,Trakehner,29,gelding,corn,32.5,16.5,0.0,Munich,spasmodic,0,stable,21+,gelding_stable,True
3279,Holsteiner,11,mare,haylage,6.9,2.2,3.8,Leipzig,sand,0,pasture,11-15,mare_pasture,True
3280,Paint Horse,18,gelding,corn,8.8,2.0,11.3,Dresden,spasmodic,0,paddock,16-20,gelding_paddock,True
3281,Lipizzaner,6,gelding,hay,18.0,10.4,17.6,Nuremberg,sand,0,paddock,6-10,gelding_paddock,True
3282,Englische Vollblüter,21,stallion,straw,3.2,-1.3,1.2,Leipzig,impaction,0,pasture,21+,stallion_pasture,True
3283,Trakehner,26,gelding,haylage,25.8,19.3,8.9,Cologne,sand,0,paddock,21+,gelding_paddock,True
3284,Trakehner,23,mare,corn,0.9,-4.3,13.6,Nuremberg,displacement,0,pasture,21+,mare_pasture,True
3285,Hannoveraner,19,gelding,haylage,4.7,1.8,1.0,Hamburg,gas,0,pasture,16-20,gelding_pasture,True
3286,American Quarter Horse,4,stallion,corn,21.2,6.5,0.0,Hamburg,spasmodic,0,pasture,0-5,stallion_pasture,True
3287,Oldenburger,9,gelding,silage,13.5,8.3,3.4,Stuttgart,sand,0,paddock,6-10,gelding_paddock,True
3288,Westfale,18,mare,pellets,21.5,9.8,0.0,Stuttgart,spasmodic,0,stable,16-20,mare_stable,True
3289,Württemberger,9,stallion,haylage,1.3,-3.0,0.2,Nuremberg,torsion,0,stable,6-10,stallion_stable,True
3290,Englische Vollblüter,3,stallion,fresh grass,3.4,-1.6,2.7,Leipzig,gas,0,stable,0-5,stallion_stable,True
3291,Paint Horse,12,gelding,silage,19.4,5.9,0.0,Frankfurt,impaction,0,paddock,11-15,gelding_paddock,True
3292,Welsh Pony,21,gelding,pellets,29.1,14.6,0.0,Frankfurt,impaction,0,pasture,21+,gelding_pasture,True
3293,Arabisches Vollblut,11,stallion,haylage,32.8,16.9,0.0,Stuttgart,impaction,0,stable,11-15,stallion_stable,True
3294,Shetlandpony,5,mare,haylage,16.0,7.9,0.1,Nuremberg,displacement,0,paddock,0-5,mare_paddock,True
3295,Haflinger,20,mare,pellets,20.9,14.4,0.3,Nuremberg,impaction,0,paddock,16-20,mare_paddock,True
3296,Welsh Pony,16,stallion,haylage,2.2,0.1,6.9,Berlin,impaction,0,pasture,16-20,stallion_pasture,True
3297,Württemberger,15,mare,silage,4.0,0.4,3.5,Stuttgart,displacement,0,stable,11-15,mare_stable,True
3298,American Quarter Horse,16,gelding,haylage,12.7,8.8,2.5,Frankfurt,gas,0,stable,16-20,gelding_stable,True
3299,Shetlandpony,23,gelding,corn,-1.1,-5.0,1.7,Munich,displacement,0,paddock,21+,gelding_paddock,True
3300,Andalusier,5,gelding,straw,8.7,1.9,21.3,Cologne,gas,0,stable,0-5,gelding_stable,True
3301,Holsteiner,19,gelding,pellets,27.1,13.1,0.0,Leipzig,spasmodic,0,pasture,16-20,gelding_pasture,True
3302,Islandpferd,15,mare,fresh grass,9.0,3.5,3.3,Berlin,gas,0,pasture,11-15,mare_pasture,True
3303,Westfale,27,mare,straw,29.6,15.8,0.0,Cologne,impaction,0,paddock,21+,mare_paddock,True
3304,Lipizzaner,16,mare,pellets,4.7,-2.8,0.0,Cologne,spasmodic,0,pasture,16-20,mare_pasture,True
3305,Lipizzaner,6,stallion,pellets,10.4,-0.4,0.0,Cologne,impaction,0,pasture,6-10,stallion_pasture,True
3306,Trakehner,29,mare,straw,3.3,-7.4,0.0,Nuremberg,impaction,0,pasture,21+,mare_pasture,True
3307,Appaloosa,4,mare,pellets,25.9,13.0,0.0,Berlin,displacement,0,stable,0-5,mare_stable,True
3308,Friese,21,mare,silage,16.2,11.1,5.8,Hamburg,impaction,0,paddock,21+,mare_paddock,True
3309,Deutsches Reitpony,3,stallion,hay,20.5,4.4,0.0,Frankfurt,displacement,0,pasture,0-5,stallion_pasture,True
3310,Hannoveraner,5,stallion,silage,11.7,3.0,0.1,Nuremberg,impaction,0,paddock,0-5,stallion_paddock,True
3311,Haflinger,18,gelding,silage,23.8,15.2,0.0,Dresden,gas,0,paddock,16-20,gelding_paddock,True
3312,Welsh Pony,27,gelding,corn,19.9,12.7,11.7,Munich,sand,0,pasture,21+,gelding_pasture,True
3313,Welsh Pony,23,mare,pellets,23.9,11.3,0.0,Hanover,impaction,0,pasture,21+,mare_pasture,True
3314,Hannoveraner,25,mare,hay,18.8,11.1,0.0,Munich,sand,0,paddock,21+,mare_paddock,True
3315,Deutsches Reitpony,27,stallion,fresh grass,5.4,-0.4,0.0,Leipzig,gas,0,pasture,21+,stallion_pasture,True
3316,Württemberger,21,stallion,fresh grass,18.7,9.0,12.8,Hanover,spasmodic,0,stable,21+,stallion_stable,True
3317,Württemberger,20,gelding,pellets,19.8,10.2,0.0,Leipzig,sand,0,stable,16-20,gelding_stable,True
3318,Westfale,16,mare,haylage,27.7,14.0,0.0,Leipzig,spasmodic,0,pasture,16-20,mare_pasture,True
3319,Lipizzaner,7,mare,hay,8.7,0.6,18.3,Frankfurt,sand,0,paddock,6-10,mare_paddock,True
3320,American Quarter Horse,16,mare,straw,9.0,5.0,0.4,Dresden,gas,0,stable,16-20,mare_stable,True
3321,Holsteiner,10,mare,straw,15.2,4.2,0.0,Berlin,sand,0,paddock,6-10,mare_paddock,True
3322,Lipizzaner,27,mare,hay,19.5,12.6,10.3,Munich,torsion,0,pasture,21+,mare_pasture,True
3323,Lipizzaner,27,mare,fresh grass,24.6,12.2,0.0,Nuremberg,spasmodic,0,pasture,21+,mare_pasture,True
3324,Lipizzaner,11,mare,corn,29.8,22.2,0.2,Cologne,spasmodic,0,pasture,11-15,mare_pasture,True
3325,Islandpferd,26,gelding,straw,15.4,1.9,0.0,Cologne,impaction,0,paddock,21+,gelding_paddock,True
3326,Paint Horse,18,gelding,straw,12.3,7.8,6.6,Stuttgart,sand,0,paddock,16-20,gelding_paddock,True
3327,Andalusier,9,mare,haylage,12.5,7.7,7.3,Dresden,sand,0,paddock,6-10,mare_paddock,True
3328,Württemberger,27,mare,haylage,6.4,2.8,0.2,Dresden,impaction,0,stable,21+,mare_stable,True
3329,Welsh Pony,15,gelding,corn,2.8,-6.2,0.4,Nuremberg,spasmodic,0,paddock,11-15,gelding_paddock,True
3330,Haflinger,24,stallion,silage,28.7,15.1,0.0,Stuttgart,gas,0,paddock,21+,stallion_paddock,True
3331,Haflinger,2,gelding,fresh grass,3.9,-3.2,0.0,Hamburg,gas,0,pasture,0-5,gelding_pasture,True
3332,American Quarter Horse,6,gelding,haylage,27.2,16.3,0.0,Hanover,impaction,0,paddock,6-10,gelding_paddock,True
3333,Trakehner,4,stallion,pellets,11.2,1.9,8.7,Hanover,displacement,0,paddock,0-5,stallion_paddock,True
3334,Shetlandpony,20,gelding,fresh grass,12.0,4.3,23.3,Nuremberg,displacement,0,pasture,16-20,gelding_pasture,True
3335,Haflinger,22,mare,corn,18.4,4.6,0.0,Frankfurt,torsion,0,stable,21+,mare_stable,True
3336,Friese,2,mare,straw,11.7,3.8,0.4,Stuttgart,displacement,0,pasture,0-5,mare_pasture,True
3337,Westfale,20,stallion,hay,26.4,13.0,0.2,Frankfurt,impaction,0,stable,16-20,stallion_stable,True
3338,Hannoveraner,12,gelding,pellets,5.3,-0.6,0.2,Frankfurt,displacement,0,paddock,11-15,gelding_paddock,True
3339,Oldenburger,16,gelding,silage,25.1,16.5,0.9,Berlin,displacement,0,stable,16-20,gelding_stable,True
3340,Shetlandpony,19,gelding,silage,30.0,20.9,0.0,Cologne,torsion,0,pasture,16-20,gelding_pasture,True
3341,Lipizzaner,6,stallion,pellets,18.2,10.5,16.1,Nuremberg,torsion,0,stable,6-10,stallion_stable,True
3342,Lipizzaner,8,stallion,pellets,31.8,19.4,0.0,Hanover,impaction,0,stable,6-10,stallion_stable,True
3343,Islandpferd,9,stallion,hay,27.4,16.9,0.0,Hamburg,sand,0,paddock,6-10,stallion_paddock,True
3344,Lipizzaner,16,gelding,corn,26.6,15.4,0.0,Stuttgart,displacement,0,paddock,16-20,gelding_paddock,True
3345,Trakehner,19,gelding,hay,7.1,3.3,6.2,Hamburg,spasmodic,0,pasture,16-20,gelding_pasture,True
